n,obras,autor,fecha,medio,tecnica,material,alto,ancho,fuente,descripcion,periodo,region,pais,camino,id,modelo,repositorio,procedencia,atributoCarguero,accionCarguero,atributoCargado,numeroCargueros,direccionMiradaCarguero,direccionMiradaCargado,direccionCargado,generoCargado,figura/fondo,genero,soporte,otros,src
165,Mujer con Balde,Alphonse Giast [Atribuido],1830,Pintura,Acuarela,papel,30.3,38.5,"Archivo Central Andrés Bello, Nº Ivent: CI_VI_107",,1819 - 1850,Montañas andinas,Chile,NA,1CbgZzmhn-ONTHkbvAC9rLjKteIkNzc16,giast,https://libros.uchile.cl/files/presses/1/monographs/670/submission/proof/index.html#36,Francia,NA,NA,NA,NA,NA,NA,NA,NA,figura,tipos humanos,lamina,true,172.jpg
166,Caballero tomando Té,Alphonse Giast [Atribuido],1830,Pintura,Acuarela,papel,30.3,38.5,"Archivo Central Andrés Bello, Nº Ivent: CI_VI_113",,1819 - 1850,Montañas andinas,Chile,NA,1CVSpN4tX-QlFvOaNp0JkoZ07oAdYbZxq,giast,https://libros.uchile.cl/files/presses/1/monographs/670/submission/proof/index.html#42,Francia,NA,NA,NA,NA,NA,NA,NA,NA,figura,tipos humanos,lamina,true,173.jpg
167,Taking Chocolate in Bogotá,Joseph Brown [Atribuido],1840,Pintura,Acuarela,papel,NI,NI,"Royal Geographical Society, London, UK, RGS425014",,1819 - 1850,Montañas andinas,Colombia,NA,1CStAp8zCgS9W2lLubLkcMJqPKKoeA7Hi,giast,https://worldcat.org/es/title/22382447,Inglaterra,NA,NA,NA,NA,NA,NA,NA,NA,figura,tipos humanos,lamina,true,174.jpg
168,Mines de la Vega de Supia,"Alcide d'Orbigny, Francois Desire Roulin (Dibj.)",1836,Grabado,Grabado en talla dulce sobre acero,papel,NI,NI,"Alcide D’Orbigny, Voyage pittoresque dans les deux Amériques (Chez L. Tenré, Libraire-éditeur)","El dibujo de Roulin del campamento en el camino de Quindío fue modificado y convertido en grabado en el libro de viajes de Alcide d’Orbigny Voyage Pittoresque dans les deux Amériques, un popular libro contribuyó de manera significativa a la difusión del conocimiento de la Nueva Granada. D’Orbigny, un especialista en moluscos, pertenecía al mismo círculo científico de Cuvier y Roulin. Así como este último, también fue acreditado como “discípulo” en la edición del Reino Animal de 1836. De hecho, su figura juega un papel fundamental en la investigación acerca de la determinación de las características raciales de los americanos para la clasificación del Reino Animal de Cuvier. En el texto la lámina del campamento del Quindío se titula Passage du Quindiu entre Ibagué & Cartago. Es invocada en el contexto en el que se está narrando el viaje desde Bogotá hasta Guayaquil. La narración de este tramo sigue de cerca la descripción hecha por Humboldt en Vues. La lámina es invocada expresamente (“Pt.X -3”) para aludir a los contaderos, que es el lugar en los “altos de las montañas” con fuente de agua próxima y comida para las “bestias” en donde se establece el campamento. Allí d’Orbigny vuelve sobre un tema tratado por Humboldt en su relato. Este es el del uso del Bijao  (Bichai, se lee en el relato), la hoja de una planta que está provista de un barniz que la hace “impermeable”, a la que, según he mencionado en varias ocasiones, se refirió Humboldt. Por su parte, la lámina muestra a diversas figuras llevando a cabo actividades en el campamento. A pesar de ser producto de un calco, la composición de la lámina de d’Orbigny, en comparación con el boceto de Roulin, muestra algunas diferencias. El plano del grabado usado por d’Orbigny es más abierto. Como si se quisiera mostrar una vista general, al contrario del plano más cerrado de Roulin que quiere detenerse en los detalles. Asimismo, hay cambios en algunas figuras. Por ejemplo, el sujeto que Combes confundió por Boussingault, que se encuentra en el borde derecho de la lámina, ya no tiene apariencia de un sujeto distinguido, sino más bien parece un campesino local. Tampoco se pueden apreciar los cargueros armando la tienda con las hojas de Bijao. También es de interés la lámina Minas de la Vega de Supía que representa el siguiente tramo en el recorrido del viajero ficticio de d’Orbigny. Aunque no se encuentra entre las acuarelas donadas en el 2003, esta lámina es muy probablemente hecha a partir de un dibujo de Roulin.",1819 - 1850,Montañas andinas,Colombia,Quindío,1E81_wyNvnH9evkUOb639MU2_bmiYRFA2,roulin,https://archive.org/details/voyagepittoresque00orbirich/page/78/mode/2up,Francia,NA,NA,NA,NA,NA,NA,NA,NA,figura,tipos humanos,libro,true,198.jpg
169,View of the Pass From Honda to Bogotá,John Potter Hamilton,1827,Grabado,Grabado,papel,NI,NI,"Hamilton, John Potter. 1827. Travels through the Interior Provinces of Columbia. London: : John Murray, Albemarle Street. http://archive.org/details/travelsthroughin01hami.",,1819 - 1850,Montañas andinas,Colombia,NA,1DVIX8VIfLuiDT9__xNRoKleSOPeZ-V_R,roulin,https://archive.org/details/gpl_1792083/page/n17/mode/2up,Inglaterra,NA,NA,NA,NA,NA,NA,NA,NA,figura,vista,libro,true,175.jpg
170,Lassing the Bulls,John Potter Hamilton,1827,Grabado,Grabado,papel,NI,NI,"Hamilton, John Potter. 1827. Travels through the Interior Provinces of Columbia, vol II. London: : John Murray, Albemarle Street. http://archive.org/details/travelsthroughin01hami.",,1819 - 1850,Llanos orientales,Colombia,NA,1DTejE-81WHIT2lQ5EICzItdu7-1NAFDS,roulin,https://archive.org/details/travelsthroughin02hami/page/130/mode/2up,Inglaterra,NA,NA,NA,NA,NA,NA,NA,NA,figura,tipos humanos,libro,true,176.jpg
171,View of a Cabulla on the river Suerez,John Potter Hamilton,1827,Grabado,Grabado,papel,NI,NI,"Hamilton, John Potter. 1827. Travels through the Interior Provinces of Columbia. London: : John Murray, Albemarle Street. http://archive.org/details/travelsthroughin01hami.",,1819 - 1850,Montañas andinas,Colombia,NA,1DR0xlGRKgRS5PR70qU5evkHCUtMCEVQ7,roulin,https://archive.org/details/gpl_1792083/page/n11/mode/2up,Inglaterra,NA,NA,NA,NA,NA,NA,NA,NA,figura,vista,libro,true,177.jpg
172,Passage Across the Cabulla of Suatá,John Potter Hamilton,1827,Grabado,Grabado,papel,NI,NI,"Hamilton, John Potter. 1827. Travels through the Interior Provinces of Columbia, vol II. London: : John Murray, Albemarle Street. http://archive.org/details/travelsthroughin01hami.",,1819 - 1850,Montañas andinas,Colombia,NA,1DNqa9CYOlQz4AH37aJM9P4Kne7Q2pqP5,roulin,https://archive.org/details/travelsthroughin02hami/page/n5/mode/2up,Inglaterra,NA,NA,NA,NA,NA,NA,NA,NA,figura,vista,libro,true,178.jpg
173,Cottages and Natives at Hacienda Mondomo,John Potter Hamilton,1827,Grabado,Grabado,papel,NI,NI,"Hamilton, John Potter. 1827. Travels through the Interior Provinces of Columbia, vol II. London: : John Murray, Albemarle Street. http://archive.org/details/travelsthroughin01hami.",,1819 - 1850,Montañas andinas,Colombia,NA,1DMPbuxy2psYzUmEdDLmYRxaD4Fju8sJa,roulin,https://archive.org/details/travelsthroughin02hami/page/110/mode/2up,Inglaterra,NA,NA,NA,NA,NA,NA,NA,NA,figura,tipos humanos,libro,true,179.jpg
174,Map of the Department of Cauca dedicated to Marselino Pérez Devalenca,John Potter Hamilton,1827,Grabado,Grabado,papel,NI,NI,"Hamilton, John Potter. 1827. Travels through the Interior Provinces of Columbia.vol II London: : John Murray, Albemarle Street. http://archive.org/details/travelsthroughin01hami.",,1819 - 1850,Montañas andinas,Colombia,NA,1DFcMsIRSr-DD56hKx1u797CQs1oqWoMY,,https://archive.org/details/travelsthroughin02hami/page/n7/mode/2up,Inglaterra,NA,NA,NA,NA,NA,NA,NA,NA,NA,mapa,libro,true,180.jpg
175,"A Map of Colombia. Compiled from the most recent Authorities and from Original Documents, Itineraries. Engraved for Captain Cochranes Colombia by Sidney Hall",Charles Stuart Cochrane,1825,Grabado,Grabado,papel,NI,NI,"Cochrane, Charles Stuart. 1825. Journal of a Residence and Travels in Colombia during the Years 1823 and 1824. London : Printed for Henry Colburn, New Burlington Street. http://archive.org/details/journalaresiden01cochgoog.",,1819 - 1850,Suramérica,Colombia,NA,1D8F7QywviD2acPuflRncHKB48w1sjsSD,hall,https://archive.org/details/travelsthroughin02hami/page/n5/mode/2up,Inglaterra,NA,NA,NA,NA,NA,NA,NA,NA,NA,mapa,libro,true,181.jpg
176,Map of Colombia. Engraved for the modern traveller.,Conder Josiah,1825,Grabado,Grabado,papel,NI,NI,"Conder, Josiah. 1825. The Modern Traveller. A Popular Description, Geographical, Historical, and Topographical, of the Various Countries of the Globe. Colombia. London : Printed for James Duncan ; Edinburgh : Oliver and Boyd ; Glasgow : M. Ogle ; Dublin : R.M. Tims. http://archive.org/details/colombia00cond.",,1819 - 1850,Suramérica,Colombia,NA,1D2i6cCALBuT556OSpm3izQU4V2W2o7uo,hall,https://archive.org/details/colombia00cond/page/n9/mode/2up,Inglaterra,NA,NA,NA,NA,NA,NA,NA,NA,NA,mapa,libro,true,182.jpg
177,Colombie,"M. Lallement, Pierre Tardieu (Dibj.)",1826,Grabado,Grabado,papel,NI,NI,"Lallement, M. (Guillaume). 1826. Histoire de la Colombie. Paris, A. Eymery; [etc., etc.]. http://archive.org/details/gri_33125012897654.","El mapa con el que abre la obra está rodeado por unas imágenes que hacen las veces de marco, y que cumplen la función de complementar la información cartográfica con un acercamiento corográfico, aportando información visual sobre vistas, tipos sociales y personajes notables que pueden hallarse en el territorio descrito por el mapa. En este marco de imágenes destaca Bolívar, quien preside la parte superior en el centro. A sus lados se encuentra una vista del Puente de Pandi y otra del salto de Tequendama. En la parte inferior podemos observar, ocupando toda la sección, al Chimborazo. En los costados se encuentran algunos tipos sociales tomados del relato de Gaspar Mollien publicado en 1825, que a su vez fueron tomados de originales de Francois Desiré Roulin. En primer lugar, es necesario resaltar que las vistas usadas fueron popularizadas por Humboldt en su obra Vues des Cordillèras y fueron reproducidas por un buen número de viajeros que, a lo largo del siglo XIX, siguieron sus pasos. También es necesario resaltar que la mayoría de las imágenes, excepto la del Chimborazo, se refieren a tipos y vistas de las tierras altas de la Nueva Granada. Asimismo, las montañas de la cordillera de los Andes, del mismo modo que en el mapa de Humboldt y otras autoridades recientes, han sido resaltadas de modo dramático.",1819 - 1850,Suramérica,Colombia,NA,1Dvp0-ASc4BvwvElvXlcxW1wEQmCGNa8K,roulin,https://archive.org/details/gri_33125012897654/page/n7/mode/2up,Francia,NA,NA,NA,NA,NA,NA,NA,NA,NA,mapa,libro,true,183.jpg
178,Indiens de la plaine de Bogota (Indígenas de la Sabana de Bogotá),François Desirée Roulin (dib.) Legrand (grab.),1824,Grabado,Aguafuerte,papel,NI,NI,"Mollien, Gaspard Théodore. 1824. Voyage dans la République de Colombia, en 1823. A Paris : Chez Arthus Bertrand, Libraire, Rue Hautefeuille, No 23. http://archive.org/details/voyagedanslarpub02moll.",,1819 - 1850,Montañas andinas,Colombia,NA,1Dtcs5Shj2DvLYt5x2hKnzBzY6xA7HU4s,roulin,https://archive.org/details/voyagedanslarpub01moll/page/76/mode/2up,Francia,NA,NA,NA,NA,NA,NA,NA,NA,NA,tipos humanos,libro,true,184.jpg
179,Dame de la Cordillere. Dame des Plaines ( Dama de la cordillera. Dama de la sabana),François Desirée Roulin (dib.) Legrand (grab.),1825,Grabado,Aguafuerte,papel,NI,NI,"Mollien, Gaspard Théodore. 1825. Voyage dans la République de Colombia, en 1823. A Paris : Chez Arthus Bertrand, Libraire, Rue Hautefeuille, No 23. http://archive.org/details/voyagedanslarpub02moll.",,1819 - 1850,Montañas andinas,Colombia,NA,1DtMxAju1Xg-8oPDuYk1oTOlDFPY8VVCE,roulin,https://archive.org/details/voyagedanslarpub02moll/page/n11/mode/2up,Francia,NA,NA,NA,NA,NA,NA,NA,NA,NA,tipos humanos,libro,true,185.jpg
180,M de Volaille. Mendiant. Manoevoore (Vendedora de aves. Mendigo),François Desirée Roulin (dib.) Legrand (grab.),1824,Grabado,Aguafuerte,papel,NI,NI,"Mollien, Gaspard Théodore. 1824. Voyage dans la République de Colombia, en 1823. A Paris : Chez Arthus Bertrand, Libraire, Rue Hautefeuille, No 23. http://archive.org/details/voyagedanslarpub02moll.",,1819 - 1850,Montañas andinas,Colombia,NA,1DsYZp6bQj9XD-XIzyWHVLeuOhF2xeKYM,roulin,https://archive.org/details/voyagedanslarpub01moll/page/270/mode/2up,Francia,NA,NA,NA,NA,NA,NA,NA,NA,NA,tipos humanos,libro,true,186.jpg
181,Prétre. Riche Bourgeois. Gen. en chef de la Repúblique. (Sacerdote. Rico burgués. Gral en jefe de la República),François Desirée Roulin (dib.) Legrand (grab.),1824,Grabado,Aguafuerte,papel,NI,NI,"Mollien, Gaspard Théodore. 1824. Voyage dans la République de Colombia, en 1823. A Paris : Chez Arthus Bertrand, Libraire, Rue Hautefeuille, No 23. http://archive.org/details/voyagedanslarpub02moll.",,1819 - 1850,Montañas andinas,Colombia,NA,1DplWUGsF_KxT8rEj0nhyWEv26hKFRzps,roulin,https://archive.org/details/voyagedanslarpub01moll/page/n299/mode/2up,Francia,NA,NA,NA,NA,NA,NA,NA,NA,NA,tipos humanos,libro,true,187.jpg
182,Carte de la République de Colombia,Gaspard Théodore Mollien,1825,Grabado,Aguafuerte,papel,NI,NI,"Mollien, Gaspard Théodore. 1825. Voyage dans la République de Colombia, en 1823. A Paris : Chez Arthus Bertrand, Libraire, Rue Hautefeuille, No 23. http://archive.org/details/voyagedanslarpub02moll.",,1819 - 1850,Suramérica,Colombia,NA,1DmXkOmvd_MBrs0eOTdHaUcrUf9eKtYZk,NA,https://archive.org/details/voyagedanslarpub02moll/page/310/mode/2up,Francia,NA,NA,NA,NA,NA,NA,NA,NA,NA,mapa,libro,true,188.jpg
183,Indian Family of the Caribee Nation,Michele Benedetti,1796,Grabado,Aguafuerte,papel,NI,NI,"Stedman, John Gabriel. 1796. Narrative, of a Five Years’ Expedition, against the Revolted Negroes of Surinam, in Guiana, on the Wild Coast of South America, from the Year 1772, to 1777 : Elucidating the History of That Country, and the Description of Its Productions, Viz. Quadrupedes, Birds, Fishes, Reptiles, Trees, Shrubs, Fruits, & Roots; with an Account of the Indians of Guiana, & Negroes of Guinea. By Captn. J.G. Stedman. Illustrated with 80 Elegant Engravings, Designed from Nature, by the Author. Vol. I. London : Printed by J. Johnson, St. Pauls Church Yard, & J. Edwards, Pall Mall. http://archive.org/details/narrativeoffivey01sted_0.",,1750 - 1810,Caribe,Surinam,NA,1Dm5A5FxPt7KOFFzJtfeN64pPOEjEL_dn,stedman,https://archive.org/details/narrativeoffivey01sted_0/page/n493/mode/2up?view=theater,Inglaterra,NA,NA,NA,NA,NA,NA,NA,NA,NA,tipos humanos,libro,true,189.jpg
184,Indian Female of the Arrouwaka Nation,Michele Benedetti,1796,Grabado,Aguafuerte,papel,NI,NI,"Stedman, John Gabriel. 1796. Narrative, of a Five Years’ Expedition, against the Revolted Negroes of Surinam, in Guiana, on the Wild Coast of South America, from the Year 1772, to 1777 : Elucidating the History of That Country, and the Description of Its Productions, Viz. Quadrupedes, Birds, Fishes, Reptiles, Trees, Shrubs, Fruits, & Roots; with an Account of the Indians of Guiana, & Negroes of Guinea. By Captn. J.G. Stedman. Illustrated with 80 Elegant Engravings, Designed from Nature, by the Author. Vol. II. London : Printed by J. Johnson, St. Pauls Church Yard, & J. Edwards, Pall Mall. http://archive.org/details/narrativeoffivey02sted_0.",,1750 - 1810,Caribe,Surinam,NA,1DjJKWW6mRHjY55XGmuy2S8m3SZUiOosk,stedman,https://archive.org/details/narrativeoffivey02sted_0/page/190/mode/2up,Inglaterra,NA,NA,NA,NA,NA,NA,NA,NA,NA,tipos humanos,libro,true,190.jpg
185,A Negro hung alive by the Ribs to a Gallows,William Blake,1796,Grabado,Aguafuerte,papel,NI,NI,"Stedman, John Gabriel. 1796. Narrative, of a Five Years’ Expedition, against the Revolted Negroes of Surinam, in Guiana, on the Wild Coast of South America, from the Year 1772, to 1777 : Elucidating the History of That Country, and the Description of Its Productions, Viz. Quadrupedes, Birds, Fishes, Reptiles, Trees, Shrubs, Fruits, & Roots; with an Account of the Indians of Guiana, & Negroes of Guinea. By Captn. J.G. Stedman. Illustrated with 80 Elegant Engravings, Designed from Nature, by the Author. Vol. I. London : Printed by J. Johnson, St. Pauls Church Yard, & J. Edwards, Pall Mall. http://archive.org/details/narrativeoffivey01sted_0.",,1750 - 1810,Caribe,Surinam,NA,1DhmRdyCRN9c7oE3zqIx0g-2VX9o5eXc8,stedman,https://archive.org/details/narrativeoffivey01sted_0/page/n163/mode/2up,Inglaterra,NA,NA,NA,NA,NA,NA,NA,NA,NA,tipos humanos,libro,true,191.jpg
186,Flagelation of a Female Samboe Slave,William Blake,1796,Grabado,Aguafuerte,papel,NI,NI,"Stedman, John Gabriel. 1796. Narrative, of a Five Years’ Expedition, against the Revolted Negroes of Surinam, in Guiana, on the Wild Coast of South America, from the Year 1772, to 1777 : Elucidating the History of That Country, and the Description of Its Productions, Viz. Quadrupedes, Birds, Fishes, Reptiles, Trees, Shrubs, Fruits, & Roots; with an Account of the Indians of Guiana, & Negroes of Guinea. By Captn. J.G. Stedman. Illustrated with 80 Elegant Engravings, Designed from Nature, by the Author. Vol. I. London : Printed by J. Johnson, St. Pauls Church Yard, & J. Edwards, Pall Mall. http://archive.org/details/narrativeoffivey01sted_0.",,1750 - 1810,Caribe,Surinam,NA,1DeLSXokVTRYNNgBTjCQJo3SWs35B9h-6,stedman,https://archive.org/details/narrativeoffivey01sted_0/page/n429/mode/2up?view=theater,Inglaterra,NA,NA,NA,NA,NA,NA,NA,NA,NA,tipos humanos,libro,true,192.jpg
187,A Surinam Planter in his Morning Dress,Francesco Bartolozzi,1796,Grabado,Aguafuerte,papel,NI,NI,"Stedman, John Gabriel. 1796. Narrative, of a Five Years’ Expedition, against the Revolted Negroes of Surinam, in Guiana, on the Wild Coast of South America, from the Year 1772, to 1777 : Elucidating the History of That Country, and the Description of Its Productions, Viz. Quadrupedes, Birds, Fishes, Reptiles, Trees, Shrubs, Fruits, & Roots; with an Account of the Indians of Guiana, & Negroes of Guinea. By Captn. J.G. Stedman. Illustrated with 80 Elegant Engravings, Designed from Nature, by the Author. Vol. II. London : Printed by J. Johnson, St. Pauls Church Yard, & J. Edwards, Pall Mall. http://archive.org/details/narrativeoffivey02sted_0.",,1750 - 1810,Caribe,Surinam,NA,1DeD6G0ni1ks67j0AOYUJIZ8vFt7sqJ9J,stedman,https://archive.org/details/narrativeoffivey02sted_0/page/56/mode/2up,Inglaterra,NA,NA,NA,NA,NA,NA,NA,NA,NA,tipos humanos,libro,true,193.jpg
